"country_name","genres","n"
"Ukraine","Reality-TV",2
"Ukraine","Romance",73
"Ukraine","Sci-Fi",32
"Ukraine","Sport",8
"Ukraine","Talk-Show",14
"Ukraine","Thriller",65
"Ukraine","War",2
"Ukraine","Western",5
"United Arab Emirates","Action",201
"United Arab Emirates","Adult",3
"United Arab Emirates","Adventure",120
"United Arab Emirates","Animation",34
"United Arab Emirates","Biography",17
"United Arab Emirates","Comedy",170
"United Arab Emirates","Crime",136
"United Arab Emirates","Documentary",24
"United Arab Emirates","Drama",332
"United Arab Emirates","Family",17
"United Arab Emirates","Fantasy",41
"United Arab Emirates","Game-Show",11
"United Arab Emirates","History",6
"United Arab Emirates","Horror",25
"United Arab Emirates","Music",2
"United Arab Emirates","Musical",1
"United Arab Emirates","Mystery",47
"United Arab Emirates","Reality-TV",16
"United Arab Emirates","Romance",110
"United Arab Emirates","Sci-Fi",28
"United Arab Emirates","Sport",7
"United Arab Emirates","Talk-Show",9
"United Arab Emirates","Thriller",70
"United Arab Emirates","War",3
"United Arab Emirates","Western",2
"United Arab Emirates","\N",1
"United Kingdom","Action",178
"United Kingdom","Adult",4
"United Kingdom","Adventure",139
"United Kingdom","Animation",55
"United Kingdom","Biography",15
"United Kingdom","Comedy",211
"United Kingdom","Crime",113
"United Kingdom","Documentary",37
"United Kingdom","Drama",283
"United Kingdom","Family",27
"United Kingdom","Fantasy",35
"United Kingdom","Game-Show",5
"United Kingdom","History",7
"United Kingdom","Horror",25
"United Kingdom","Music",3
"United Kingdom","Musical",2
"United Kingdom","Mystery",38
"United Kingdom","Reality-TV",17
"United Kingdom","Romance",91
"United Kingdom","Sci-Fi",39
"United Kingdom","Sport",9
"United Kingdom","Talk-Show",6
"United Kingdom","Thriller",53
"United Kingdom","War",4
"United Kingdom","Western",7
"United Kingdom","\N",2
"United States","Action",141
"United States","Adult",4
"United States","Adventure",108
"United States","Animation",43
"United States","Biography",3
"United States","Comedy",166
"United States","Crime",105
"United States","Documentary",32
"United States","Drama",291
"United States","Family",35
"United States","Fantasy",31
"United States","Game-Show",6
"United States","History",3
"United States","Horror",23
"United States","Music",12
"United States","Mystery",54
"United States","Reality-TV",18
"United States","Romance",70
"United States","Sci-Fi",38
"United States","Sport",22
"United States","Talk-Show",8
"United States","Thriller",52
"United States","War",5
"United States","Western",2
"Uruguay","Action",132
"Uruguay","Adult",2
"Uruguay","Adventure",99
"Uruguay","Animation",44
"Uruguay","Biography",11
"Uruguay","Comedy",163
"Uruguay","Crime",148
"Uruguay","Documentary",25
"Uruguay","Drama",365
"Uruguay","Family",20
"Uruguay","Fantasy",19
"Uruguay","Game-Show",1
"Uruguay","History",7
"Uruguay","Horror",27
"Uruguay","Music",47
"Uruguay","Musical",1
"Uruguay","Mystery",55
"Uruguay","Reality-TV",3
"Uruguay","Romance",81
"Uruguay","Sci-Fi",16
"Uruguay","Sport",10
"Uruguay","Talk-Show",9
"Uruguay","Thriller",81
"Uruguay","War",3
"Uruguay","Western",6
"Uruguay","\N",3
"Venezuela","Action",131
"Venezuela","Adult",2
"Venezuela","Adventure",79
"Venezuela","Animation",33
"Venezuela","Biography",4
"Venezuela","Comedy",177
"Venezuela","Crime",119
"Venezuela","Documentary",25
"Venezuela","Drama",323
"Venezuela","Family",21
"Venezuela","Fantasy",18
"Venezuela","History",1
"Venezuela","Horror",20
"Venezuela","Music",32
"Venezuela","Musical",1
"Venezuela","Mystery",40
"Venezuela","Reality-TV",3
"Venezuela","Romance",115
"Venezuela","Sci-Fi",15
"Venezuela","Sport",9
"Venezuela","Talk-Show",7
"Venezuela","Thriller",80
"Venezuela","War",3
"Venezuela","Western",6
"Venezuela","\N",4
"Vietnam","Action",254
"Vietnam","Adult",4
"Vietnam","Adventure",135
"Vietnam","Animation",18
"Vietnam","Biography",2
"Vietnam","Comedy",237
"Vietnam","Crime",127
"Vietnam","Documentary",16
"Vietnam","Drama",321
"Vietnam","Family",30
"Vietnam","Fantasy",46
"Vietnam","Game-Show",1
"Vietnam","History",12
"Vietnam","Horror",23
"Vietnam","Music",3
"Vietnam","Mystery",54
"Vietnam","Reality-TV",1
"Vietnam","Romance",124
"Vietnam","Sci-Fi",55
"Vietnam","Talk-Show",4
"Vietnam","Thriller",82
"Vietnam","War",4
"Vietnam","Western",3
